Date,HS_Delta,VIX_O1,VIX_O6
2010-07-29,4.77224080534663,21.13633023791475,25.90857104326138
2010-07-30,4.459834823882691,21.53716357998593,25.99699840386862
2010-08-02,4.173758309024038,20.833036940857504,25.00679524988154
2010-08-03,4.714788181730221,20.236103298840025,24.950891480570245
2010-08-04,4.60804808504971,20.31629058720286,24.92433867225257
2010-08-05,4.247142134227008,20.582482968245657,24.829625102472665
2010-08-06,4.206686764703058,21.369330045756392,25.57601681045945
2010-08-09,3.3657383364131803,21.488366463329,24.85410479974218
2010-08-10,3.527688727083614,21.82935566517601,25.357044392259624
2010-08-11,4.217850176017905,22.77862246345472,26.996472639472625
2010-08-12,3.888400323661166,22.420828170392106,26.309228494053272
2010-08-13,4.361255100475873,22.404723960801412,26.765979061277285
2010-08-16,3.0592921898483354,22.934709189859685,25.99400137970802
2010-08-17,2.7727567378869544,22.78839143651932,25.561148174406274
2010-08-18,2.3420413539450315,23.05902825429855,25.40106960824358
2010-08-19,3.2885044782286457,23.349778265180614,26.63828274340926
2010-08-20,3.42762426645276,23.78162434455426,27.20924861100702
2010-08-23,3.2893486965540184,23.373519610514126,26.662868307068145
2010-08-24,3.064407039228584,24.353654069183477,27.41806110841206
2010-08-25,3.032534709120231,25.087879753608096,28.120414462728327
2010-08-26,2.8889578368947433,24.32474340645292,27.213701243347664
2010-08-27,3.458333133934982,23.653887490861266,27.112220624796247
2010-08-30,3.3716549377637826,23.765025910137872,27.136680847901655
2010-08-31,3.219662853198109,24.049298581888166,27.268961435086275
2010-09-01,2.4544096269374975,22.544624317354014,24.99903394429151
2010-09-02,1.4561904347929193,22.28840490181615,23.74459533660907
2010-09-03,2.2512748206975104,22.340273193230885,24.591548013928396
2010-09-06,2.9341664126920506,22.395024477718792,25.329190890410842
2010-09-07,3.065233048282348,21.928412213660874,24.99364526194322
2010-09-08,5.831584773011141,21.77750295135546,27.6090877243666
2010-09-09,11.968408527487117,21.263175192396172,33.23158371988329
2010-09-10,3.7292289261656073,20.600665968541197,24.329894894706804
2010-09-13,2.619356136338901,20.514031951825178,23.13338808816408
2010-09-14,2.9137952793645923,20.279774369148214,23.193569648512806
2010-09-15,2.9133927239562105,20.68096367670183,23.59435640065804
2010-09-16,4.169706416882313,21.300303011114448,25.47000942799676
2010-09-17,4.02488372550139,21.141028979510054,25.165912705011444
2010-09-20,8.359617982967734,22.923429154110966,31.2830471370787
2010-09-21,12.223506594629864,23.34897368882022,35.57248028345008
2010-09-22,9.472200708666502,23.58951283828353,33.06171354695003
2010-09-23,9.115474230694204,23.34003157901443,32.45550580970863
2010-09-24,12.727148963173853,23.31364355834365,36.0407925215175
2010-09-27,-0.51986538034771,21.83914665468869,21.31928127434098
2010-09-28,-0.34336369206369,21.809632027083268,21.466268335019578
2010-09-29,-0.4481900144874871,21.876900073027304,21.428710058539817
2010-09-30,-0.47782464250400736,21.81914300261654,21.34131836011253
2010-10-01,-0.528588430827643,21.820720167801298,21.292131736973655
2010-10-04,-0.17910567686729806,21.004133420151685,20.825027743284387
2010-10-05,0.35484656345321497,20.984061769702954,21.33890833315617
2010-10-06,0.7226663618074021,20.975388825901824,21.698055187709226
2010-10-07,0.8893599152007745,21.20823593947993,22.097595854680705
2010-10-08,1.2616616628241495,21.00562271369854,22.26728437652269
2010-10-11,7.986136571791988,19.645743545597398,27.631880117389386
2010-10-12,6.13073649731183,19.163114434941008,25.293850932252838
2010-10-13,-0.34021651348200166,19.63048512661283,19.290268613130827
2010-10-14,-0.38136915251855186,20.02994648526495,19.6485773327464
2010-10-15,1.9718790870369958,19.36494225146089,21.336821338497884
2010-10-18,1.5378497188417946,19.474532608670806,21.0123823275126
2010-10-19,1.887869020117403,19.313207657418676,21.20107667753608
2010-10-20,2.054417361968067,19.299156726716475,21.353574088684542
2010-10-21,2.1964863861034694,20.045049328744156,22.241535714847625
2010-10-22,2.599418210776399,19.562063142932526,22.161481353708925
2010-10-25,2.8627607488035345,19.322181212121478,22.184941960925013
2010-10-26,2.7364727044400468,19.148844896390855,21.885317600830902
2010-10-27,2.842506140565746,19.053089704864394,21.89559584543014
2010-10-28,2.8391914954443784,19.063332325398797,21.902523820843175
2010-10-29,2.8530945951742552,19.03389075483765,21.886985350011905
2010-11-01,-0.2554698284832835,13.660709183245745,13.405239354762461
2010-11-02,-0.8676112142302408,13.907679370829692,13.040068156599451
2010-11-03,-0.1392449186701885,13.642384658272585,13.503139739602396
2010-11-04,-0.49839390137767126,13.870651071131611,13.37225716975394
2010-11-05,5.598567515022424,13.877057682314184,19.47562519733661
2010-11-08,4.539295878807,13.846049511384429,18.38534539019143
2010-11-09,4.558913962743723,13.82294805320916,18.381862015952883
2010-11-10,2.9734189679063388,13.68819261082937,16.66161157873571
2010-11-11,3.1190190051446596,13.62714218593406,16.74616119107872
2010-11-12,3.047338748819783,13.767886893800728,16.81522564262051
2010-11-15,2.99981765020763,13.621659061043426,16.621476711251056
2010-11-16,-0.1610913012943822,13.707214323258246,13.546123021963863
2010-11-17,-0.043103911695485664,13.577216519054284,13.534112607358798
2010-11-18,-0.19926727431110614,13.664629939214617,13.46536266490351
2010-11-19,-0.31200238730833263,13.726571493235424,13.414569105927091
2010-11-22,0.35200217914081655,12.622311465850744,12.974313644991561
2010-11-23,0.4021901389169802,12.619689596523587,13.021879735440567
2010-11-24,0.39016099159407247,12.660608237284684,13.050769228878757
2010-11-25,0.31211039504571403,12.645054465131253,12.957164860176967
2010-11-26,0.2921918366839087,12.612813842540064,12.905005679223972
2010-11-29,-0.3055124968210148,13.898709182416303,13.593196685595288
2010-11-30,-0.41059333872446757,14.026866404531283,13.616273065806816
2010-12-01,-0.05519813992139788,13.650871064227585,13.595672924306188
2010-12-02,0.09190544445397997,13.595906175337522,13.687811619791502
2010-12-03,-0.1740783760407325,13.712822387983534,13.538744011942802
2010-12-06,-0.080978594473196,13.670600230733717,13.58962163626052
2010-12-07,1.4456365776282016,13.57277182684071,15.01840840446891
2010-12-08,1.6613152218603773,13.445836991323942,15.10715221318432
2010-12-09,8.921325767685637,13.714138870055919,22.635464637741556
2010-12-10,7.6812401601624565,13.632941889150729,21.314182049313185
2010-12-13,1.4179868550308612,13.727995691693879,15.14598254672474
2010-12-14,7.155262249703085,13.821449455635197,20.976711705338282
2010-12-15,0.05582229022267704,13.842418559109973,13.89824084933265
2010-12-16,-0.09742294435745613,13.972721240985821,13.875298296628365
2010-12-17,0.3202792690649314,13.548250209356786,13.868529478421717
2010-12-20,0.1802470219124057,12.628780987069273,12.809028008981679
2010-12-21,0.253271893132478,12.52775224342999,12.781024136562468
2010-12-22,0.04151867505021123,12.668761058980941,12.710279734031152
2010-12-23,0.3659847354883947,12.465105192277184,12.831089927765579
2010-12-24,0.36619368794046636,12.465223271425346,12.831416959365813
2010-12-27,0.33867838753854507,12.439863161488141,12.778541549026686
2010-12-28,-0.008701563021373815,12.663131532837188,12.654429969815814
2010-12-29,0.16676799064013537,13.55602787566634,13.722795866306475
2010-12-30,0.1085285721137943,13.574080506620353,13.682609078734147
2010-12-31,0.10852857211378897,13.574080506620364,13.682609078734153
2011-01-03,0.1514159808556954,13.511631943699765,13.66304792455546
2011-01-04,0.17270516023248028,13.544485189424702,13.717190349657182
2011-01-05,0.16879954102081385,13.511636795944598,13.680436336965412
2011-01-06,0.17397114913206835,13.496273014235213,13.67024416336728
2011-01-07,0.0541629614914676,13.571571470215678,13.625734431707146
2011-01-10,0.08381244444208136,13.629895940917446,13.713708385359528
2011-01-11,0.17560679043929284,13.611947021234974,13.787553811674266
2011-01-12,0.2617970991330161,13.495083632450042,13.756880731583058
2011-01-13,0.10704846715360894,13.609009180896015,13.716057648049624
2011-01-14,0.08257988865224242,13.54683816963432,13.629418058286562
2011-01-17,0.1110849983932507,13.556006213447208,13.667091211840459
2011-01-18,0.25196011135905927,13.52877962504842,13.78073973640748
2011-01-19,0.26505543082988403,13.47725571722028,13.742311148050163
2011-01-20,0.2736793180875239,13.436492727416585,13.710172045504109
2011-01-21,0.1684637479410913,13.475252597013357,13.643716344954449
2011-01-24,0.30803779484262606,13.563668353388877,13.871706148231503
2011-01-25,0.3283261948389242,13.474381496128437,13.802707690967361
2011-01-26,0.31275902593273663,13.512588120880476,13.825347146813213
2011-01-27,0.2564721438397566,13.506752156791416,13.763224300631173
2011-01-28,0.29877697561973093,13.516606612294826,13.815383587914557
2011-01-31,0.20607189172222817,13.538021570084574,13.744093461806802
2011-02-01,0.3838782614484053,13.437091433903195,13.8209696953516
2011-02-02,0.3291982721663391,13.478355699621556,13.807553971787895
2011-02-03,0.2966041479023751,13.518715463264734,13.815319611167109
2011-02-04,0.17025311136938726,13.568675549775596,13.738928661144984
2011-02-07,0.20373160847250027,13.586385465952745,13.790117074425245
2011-02-08,0.32942549540732635,13.542454815143179,13.871880310550505
2011-02-09,0.15385415717647888,13.624050213048221,13.7779043702247
2011-02-10,0.29566808691734536,13.476271229705741,13.771939316623087
2011-02-11,0.26218485668207947,13.494975265685413,13.757160122367493
2011-02-14,0.17671209284651823,13.658508378647912,13.83522047149443
2011-02-15,0.27725232957380186,13.497263514279153,13.774515843852955
2011-02-16,0.19844129437121794,13.527875854759902,13.72631714913112
2011-02-17,0.13124610351714416,13.667225159335239,13.798471262852383
2011-02-18,0.22509592903974251,13.573516301231717,13.798612230271459
2011-02-21,0.31087973612370234,13.512294515632691,13.823174251756393
2011-02-22,0.29534073215414836,13.451229995527278,13.746570727681426
2011-02-23,0.24225032697953885,13.537783986305907,13.780034313285446
2011-02-24,0.2680285421857107,13.580387228048362,13.848415770234073
2011-02-25,0.22863828613963477,12.261057853046275,12.48969613918591
2011-02-28,0.21315542467533,12.294682424364721,12.507837849040051
