Date,HS_Delta,VIX_O1,VIX_O6
2007-12-05,0.7848084183207114,21.64804615718843,22.43285457550914
2007-12-06,1.3556391905620764,20.43687663478769,21.792515825349767
2007-12-07,1.1849340474424253,20.267200746118164,21.45213479356059
2007-12-10,1.0868990992972059,20.217555830008806,21.30445492930601
2007-12-11,-0.3341930943683522,22.993736181629004,22.65954308726065
2007-12-12,-0.7740685378588275,22.807769309568275,22.033700771709448
2007-12-13,0.6031055507544103,22.062817554548534,22.665923105302944
2007-12-14,0.13444636809807875,22.46448736993424,22.59893373803232
2007-12-17,-0.7825414397254882,24.307947028740443,23.525405589014955
2007-12-18,1.1579783592884425,22.17389490149243,23.331873260780874
2007-12-19,1.7549158354820946,20.983304648601667,22.73822048408376
2007-12-20,2.0429954621025495,20.221521213835295,22.264516675937845
2007-12-21,3.3695346310475323,17.68904005382439,21.05857468487192
2007-12-24,3.2297760872057317,17.6815264346974,20.91130252190313
2007-12-25,3.2292443171491314,17.681288572090228,20.91053288923936
2007-12-26,2.8363102808127643,17.912009402979784,20.74831968379255
2007-12-27,2.4471301588182754,19.090988687881687,21.538118846699962
2007-12-28,2.0753102136933315,19.633553872562345,21.708864086255677
2007-12-31,1.4320012091402567,21.354359814880862,22.78636102402112
2008-01-01,1.4320012091402567,21.354359814880862,22.78636102402112
2008-01-02,0.7867740499851443,22.516463295479046,23.30323734546419
2008-01-03,0.9781612737791505,21.60058074643991,22.57874202021906
2008-01-04,0.08912716429800938,23.144249999969475,23.233377164267484
2008-01-07,-0.023779720218222167,23.1474752812952,23.12369556107698
2008-01-08,-0.7871181523276647,25.027514258730015,24.24039610640235
2008-01-09,-0.09335343639491,23.532373730490317,23.439020294095407
2008-01-10,0.6375086223425406,22.7696889636315,23.40719758597404
2008-01-11,0.8366166455112207,22.74677093850168,23.5833875840129
2008-01-14,0.27876785563825024,22.592402140292197,22.871169995930448
2008-01-15,0.7624225530972488,22.57107806720835,23.3335006203056
2008-01-16,-0.35515811169623035,23.36583151950746,23.01067340781123
2008-01-17,-2.3464621770695615,27.12077529406055,24.77431311699099
2008-01-18,-0.6640131159082401,25.522025123574494,24.858012007666254
2008-01-21,-0.6640131159082401,25.522025123574494,24.858012007666254
2008-01-22,-4.966946716915764,30.303518025973297,25.336571309057533
2008-01-23,-4.015309192124693,29.362339107785996,25.347029915661302
2008-01-24,-2.6914827513199704,27.04611172255676,24.35462897123679
2008-01-25,-3.6359674909183113,28.51004386907679,24.874076378158477
2008-01-28,-2.3753605995371068,27.18713433704396,24.811773737506854
2008-01-29,-2.9607817315721974,26.894102732915393,23.933321001343195
2008-01-30,-3.5823119083294905,27.290563816889467,23.708251908559976
2008-01-31,-2.3856442281288324,25.900039204043996,23.514394975915163
2008-02-01,-0.5610789664718929,23.58419762210382,23.023118655631926
2008-02-04,-2.3789987638668215,25.23032053569137,22.851321771824548
2008-02-05,-3.0696635362468747,28.072026510943626,25.00236297469675
2008-02-06,-2.5021592355692626,27.416282349837918,24.914123114268655
2008-02-07,-2.182436803402503,27.378248918775405,25.195812115372902
2008-02-08,-2.1637801944005304,27.39737728888852,25.23359709448799
2008-02-11,-2.589769487680371,27.74773167806949,25.157962190389117
2008-02-12,-2.431113201762834,26.867295101357673,24.43618189959484
2008-02-13,-1.1981682733556305,25.06356831560721,23.86540004225158
2008-02-14,-0.725123602139707,24.717111494056713,23.991987891917006
2008-02-15,-0.26245538492593923,24.484249122759266,24.221793737833327
2008-02-18,-0.26245538492593923,24.484249122759266,24.221793737833327
2008-02-19,-0.8627165120813309,24.620079520262223,23.757363008180892
2008-02-20,0.10576468349900736,23.550724411742323,23.65648909524133
2008-02-21,-0.16306564104533905,23.98794221737191,23.82487657632657
2008-02-22,-0.16695318721482266,23.740340113085605,23.573386925870782
2008-02-25,0.9324492461026672,21.866738653860157,22.799187899962824
2008-02-26,1.2912909116866729,20.92900066771654,22.220291579403213
2008-02-27,1.142514768328894,21.39840120525581,22.540915973584703
2008-02-28,0.6597271754012581,22.303181650695613,22.96290882609687
2008-02-29,-0.8086298034514456,25.52771382133232,24.719084017880874
2008-03-03,-1.0514002012481818,25.781468966666786,24.730068765418604
2008-03-04,-0.9041644272465525,25.264134290542334,24.35996986329578
2008-03-05,-0.8167922676224961,24.375688698741314,23.558896431118818
2008-03-06,-2.183812093186752,26.665150835648515,24.481338742461762
2008-03-07,-2.0309923021136242,27.044965571721015,25.01397326960739
2008-03-10,-2.767251322709569,28.485721872725794,25.718470550016225
2008-03-11,-0.6329071722598201,25.322633172248143,24.689725999988323
2008-03-12,-1.1109274373448983,26.234568279169046,25.123640841824148
2008-03-13,-1.1416978445798023,26.822825433496316,25.681127588916514
2008-03-14,-5.843415672583262,33.12888548977447,27.285469817191206
2008-03-17,-4.420158528492184,31.554769510830276,27.134610982338092
2008-03-18,-1.0099188104990873,25.35605379310905,24.346134982609964
2008-03-19,-2.53141258258918,28.53192296150103,26.00051037891185
2008-03-20,0.07921522228382116,25.233536777569725,25.312751999853546
2008-03-21,0.07921522228382116,25.233536777569725,25.312751999853546
2008-03-24,-0.4673846316817958,24.636704949938107,24.16932031825631
2008-03-25,-0.03845781606243648,24.597527969055125,24.55907015299269
2008-03-26,-0.17197451790589113,25.137027412760236,24.965052894854345
2008-03-27,0.5001806618512319,24.41124424213732,24.911424903988554
2008-03-28,0.05885166481698434,24.76162345141925,24.820475116236235
2008-03-31,0.005692689404877882,24.677278209915304,24.682970899320182
2008-04-01,1.0947311764861851,21.824715773734525,22.91944695022071
2008-04-02,1.0341073201486815,21.565113708249473,22.599221028398155
2008-04-03,0.925064569827935,22.38286802495183,23.307932594779764
2008-04-04,1.1770011786285224,21.372859074195087,22.54986025282361
2008-04-07,0.7351801061277818,21.412843910197235,22.148024016325017
2008-04-08,1.1458441959062888,21.359134375245745,22.504978571152034
2008-04-09,0.75561461903051,22.063206596706717,22.818821215737227
2008-04-10,1.1065465450370056,21.31223332217293,22.418779867209935
2008-04-11,0.47280415421422717,22.76504981498341,23.237853969197637
2008-04-14,0.06786886352150034,23.2994181516301,23.3672870151516
2008-04-15,0.6488158029458155,22.305129979829292,22.953945782775108
2008-04-16,1.7385281380736508,19.818474658007382,21.557002796081033
2008-04-17,1.6229607498286533,19.791316024184873,21.414276774013526
2008-04-18,1.9419433040950054,18.98992156411072,20.931864868205725
2008-04-21,1.7918449712351574,19.233241659791116,21.025086631026273
2008-04-22,1.3473799439553673,20.129138264767015,21.476518208722382
2008-04-23,2.0517701973323916,19.325802309795467,21.37757250712786
2008-04-24,1.9521598375729745,18.90085753343763,20.853017371010605
2008-04-25,1.5519091690001332,18.927378234525847,20.47928740352598
2008-04-28,1.647740927649405,18.497964742540955,20.14570567019036
2008-04-29,1.275194441890818,19.11379021349083,20.38898465538165
2008-04-30,0.9294356280173126,19.505472586049155,20.434908214066468
2008-05-01,1.6524636604126464,18.020378346594825,19.67284200700747
2008-05-02,2.4100239627007163,17.056764776110473,19.46678873881119
2008-05-05,1.817340048655467,17.829114339591897,19.646454388247363
2008-05-06,2.678393675523658,17.145040245017913,19.82343392054157
2008-05-07,1.765635518395822,18.805819435787356,20.571454954183178
2008-05-08,2.2275412569868323,18.21245394950706,20.439995206493894
2008-05-09,2.1954008422599713,18.34144135687122,20.53684219913119
2008-05-12,1.681109568362519,18.31844713146103,19.99955669982355
2008-05-13,1.7774651911553256,18.17630184837659,19.953767039531915
2008-05-14,1.1993835211460926,18.45307803281642,19.652461553962514
2008-05-15,3.2591565296827767,16.131538855199153,19.39069538488193
2008-05-16,3.9802824170301587,15.739317585363866,19.719600002394024
2008-05-19,3.5895684793841873,16.26552407005706,19.85509254944125
2008-05-20,3.601319567464458,16.964182463281837,20.565502030746295
2008-05-21,3.5053994103287742,17.90354115157831,21.408940561907084
2008-05-22,4.1851257583390264,17.17517532167107,21.360301080010096
2008-05-23,3.476866862234097,18.553706206399657,22.030573068633753
2008-05-26,3.476866862234097,18.553706206399657,22.030573068633753
